PDB_ID	PdbResNumStart	PdbResNumEnd	eValue	PFAM_ACC
2IVT	724	1005	0.0	PF07714.13
2IVU	724	1005	0.0	PF07714.13
2IVV	724	1005	0.0	PF07714.13
2J0J	422	676	0.0	PF07714.13
2J0K	422	676	0.0	PF07714.13
2J0L	422	676	0.0	PF07714.13
2J0M	422	676	0.0	PF07714.13
2J5E	714	965	0.0	PF07714.13
2J5F	714	965	0.0	PF07714.13
2J6M	714	965	0.0	PF07714.13
2JIT	714	965	0.0	PF07714.13
2JIU	714	965	0.0	PF07714.13
2JIV	714	965	0.0	PF07714.13
2JKK	422	676	0.0	PF07714.13
2JKM	422	676	0.0	PF07714.13
2JKO	422	676	0.0	PF07714.13
2JKQ	422	676	0.0	PF07714.13
2NRU	190	454	0.0	PF07714.13
2NRY	190	454	0.0	PF07714.13
2O8Y	190	454	0.0	PF07714.13
2OF2	245	493	0.0	PF07714.13
2OF4	245	493	0.0	PF07714.13
2OFU	245	493	0.0	PF07714.13
2OFV	245	493	0.0	PF07714.13
2OG8	245	493	0.0	PF07714.13
2OGV	582	910	0.0	PF07714.13
2OH4	832	1158	0.0	PF07714.13
2OIB	190	454	0.0	PF07714.13
2OIC	190	454	0.0	PF07714.13
2OID	190	454	0.0	PF07714.13
2OIQ	268	515	0.0	PF07714.13
2OJ9	969	1235	0.0	PF07714.13
2OO8	836	1091	0.0	PF07714.13
2OSC	837	1091	0.0	PF07714.13
2OZO	342	591	0.0	PF07714.13
2P0C	588	852	0.0	PF07714.13
2P2H	834	1160	0.0	PF07714.13
2P2I	834	1160	0.0	PF07714.13
2P4I	838	1091	0.0	PF07714.13
2PL0	245	493	0.0	PF07714.13
2PSQ	481	757	0.0	PF07714.13
2PTK	268	515	0.0	PF07714.13
2PVF	481	757	0.0	PF07714.13
2PVY	481	757	0.0	PF07714.13
2PWL	481	757	0.0	PF07714.13
2PY3	481	757	0.0	PF07714.13
2PZ5	481	757	0.0	PF07714.13
2PZP	481	757	0.0	PF07714.13
2PZR	481	757	0.0	PF07714.13
2Q0B	481	757	0.0	PF07714.13
2QI8	268	515	0.0	PF07714.13
2QKW	47	307	0.0	PF07714.13
2QLQ	268	515	0.0	PF07714.13
2QO2	622	878	0.0	PF07714.13
2QO7	622	878	0.0	PF07714.13
2QO9	622	878	0.0	PF07714.13
2QOB	622	878	0.0	PF07714.13
2QOC	622	878	0.0	PF07714.13
2QOD	622	878	0.0	PF07714.13
2QOF	622	878	0.0	PF07714.13
2QOH	242	492	0.0	PF07714.13
2QOI	622	878	0.0	PF07714.13
2QOK	622	878	0.0	PF07714.13
2QOL	622	878	0.0	PF07714.13
2QON	622	878	0.0	PF07714.13
2QOO	622	878	0.0	PF07714.13
2QOQ	622	878	0.0	PF07714.13
2QQ7	268	515	0.0	PF07714.13
2QU5	834	1160	0.0	PF07714.13
2QU6	834	1160	0.0	PF07714.13
2QU6	834	1160	0.0	PF07714.13
2R2P	676	932	0.0	PF07714.13
2R4B	719	973	0.0	PF07714.13
2REI	633	889	0.0	PF07714.13
2RF9	690	941	0.0	PF07714.13
2RFD	690	941	0.0	PF07714.13
2RFE	690	941	0.0	PF07714.13
2RFN	1079	1336	0.0	PF07714.13
2RFS	1079	1336	0.0	PF07714.13
2RGP	714	965	0.0	PF07714.13
2RL5	834	1160	0.0	PF07714.13
2SRC	268	515	0.0	PF07714.13
2V7A	242	492	0.0	PF07714.13
2VWU	616	874	0.0	PF07714.13
2VWV	616	874	0.0	PF07714.13
2VWW	616	874	0.0	PF07714.13
2VWX	616	874	0.0	PF07714.13
2VWY	616	874	0.0	PF07714.13
2VWZ	616	874	0.0	PF07714.13
2VX0	616	874	0.0	PF07714.13
2VX1	616	874	0.0	PF07714.13
2W1I	849	1120	0.0	PF07714.13
2WD1	1079	1336	0.0	PF07714.13
2WGJ	1079	1336	0.0	PF07714.13
2WKM	1079	1336	0.0	PF07714.13
2WQB	824	1091	0.0	PF07714.13
2X2K	724	1005	0.0	PF07714.13
2X2L	724	1005	0.0	PF07714.13
2X2M	724	1005	0.0	PF07714.13
2X9F	616	874	0.0	PF07714.13
2XA4	849	1120	0.0	PF07714.13
2XB7	1117	1382	0.0	PF07714.13
2XBA	1117	1382	0.0	PF07714.13
2XIR	834	1160	0.0	PF07714.13
2XP2	1117	1382	0.0	PF07714.13
2XVD	616	874	0.0	PF07714.13
2XYN	288	538	0.0	PF07714.13
2XYU	621	878	0.0	PF07714.13
2Y4I	666	928	0.0	PF07714.13
2Y6M	621	878	0.0	PF07714.13
2Y6O	621	878	0.0	PF07714.13
2YFX	1117	1382	0.0	PF07714.13
2YHV	1117	1382	0.0	PF07714.13
2YIY	37	283	0.0	PF07714.13
2YJR	1117	1382	0.0	PF07714.13
2YJS	1117	1382	0.0	PF07714.13
2YN8	616	874	0.0	PF07714.13
2Z60	242	492	0.0	PF07714.13
2Z8C	997	1263	0.0	PF07714.13
2ZM1	245	493	0.0	PF07714.13
2ZM3	999	1265	0.0	PF07714.13
2ZM4	245	493	0.0	PF07714.13
2ZV7	247	496	0.0	PF07714.13
2ZV8	247	496	0.0	PF07714.13
2ZV9	247	496	0.0	PF07714.13
2ZVA	247	496	0.0	PF07714.13
2ZYB	245	493	0.0	PF07714.13
3A4O	16	265	0.0	PF07714.13
3A4P	1079	1336	0.0	PF07714.13
3AC1	245	493	0.0	PF07714.13
3AC2	245	493	0.0	PF07714.13
3AC3	245	493	0.0	PF07714.13
3AC5	245	493	0.0	PF07714.13
3AC8	245	493	0.0	PF07714.13
3ACJ	245	493	0.0	PF07714.13
3ACK	245	493	0.0	PF07714.13
3AD4	245	493	0.0	PF07714.13
3AD5	245	493	0.0	PF07714.13
3AD6	245	493	0.0	PF07714.13
3AOX	1117	1382	0.0	PF07714.13
3B2T	481	757	0.0	PF07714.13
3B2W	245	493	0.0	PF07714.13
3B8Q	834	1160	0.0	PF07714.13
3B8R	834	1160	0.0	PF07714.13
3BBT	694	948	0.0	PF07714.13
3BBW	694	948	0.0	PF07714.13
3BCE	694	948	0.0	PF07714.13
3BE2	834	1160	0.0	PF07714.13
3BEA	582	910	0.0	PF07714.13
3BEL	714	965	0.0	PF07714.13
3BKB	561	814	0.0	PF07714.13
3BPR	588	852	0.0	PF07714.13
3BRB	588	852	0.0	PF07714.13
3BU3	997	1263	0.0	PF07714.13
3BU5	997	1263	0.0	PF07714.13
3BU6	997	1263	0.0	PF07714.13
3BYM	245	493	0.0	PF07714.13
3BYO	245	493	0.0	PF07714.13
3BYS	245	493	0.0	PF07714.13
3BYU	245	493	0.0	PF07714.13
3BYU	245	493	0.0	PF07714.13
3BZ3	422	676	0.0	PF07714.13
3C1X	1079	1336	0.0	PF07714.13
3C4C	458	713	0.0	PF07714.13
3C4F	479	754	0.0	PF07714.13
3C7Q	834	1160	0.0	PF07714.13
3CBL	561	814	0.0	PF07714.13
3CC6	426	678	0.0	PF07714.13
3CCN	1079	1336	0.0	PF07714.13
3CD8	1079	1336	0.0	PF07714.13
3CE3	1079	1336	0.0	PF07714.13
3CJF	832	1158	0.0	PF07714.13
3CJG	832	1158	0.0	PF07714.13
3CLY	1481	1757	0.0	PF07714.13
3CP9	834	1160	0.0	PF07714.13
3CPB	834	1160	0.0	PF07714.13
3CPC	834	1160	0.0	PF07714.13
3CS9	242	492	0.0	PF07714.13
3CTH	1079	1336	0.0	PF07714.13
3CTJ	1079	1336	0.0	PF07714.13
3D4Q	458	712	0.0	PF07714.13
3D7T	195	440	0.0	PF07714.13
3D7T	268	515	0.0	PF07714.13
3D7U	195	440	0.0	PF07714.13
3D7U	268	515	0.0	PF07714.13
3D94	969	1235	0.0	PF07714.13
3DK3	242	492	0.0	PF07714.13
3DK6	242	492	0.0	PF07714.13
3DK7	242	492	0.0	PF07714.13
3DKC	1079	1336	0.0	PF07714.13
3DKF	1079	1336	0.0	PF07714.13
3DKG	1079	1336	0.0	PF07714.13
3DKO	633	889	0.0	PF07714.13
3DPK	582	910	0.0	PF07714.13
3DQW	268	515	0.0	PF07714.13
3DQX	268	515	0.0	PF07714.13
3DTW	834	1160	0.0	PF07714.13
3DZQ	622	878	0.0	PF07714.13
3E62	849	1120	0.0	PF07714.13
3E63	849	1120	0.0	PF07714.13
3E64	849	1120	0.0	PF07714.13
3EFJ	1079	1336	0.0	PF07714.13
3EFK	1079	1336	0.0	PF07714.13
3EFL	834	1160	0.0	PF07714.13
3EFL	834	1160	0.0	PF07714.13
3EKK	997	1263	0.0	PF07714.13
3EKN	997	1263	0.0	PF07714.13
3EL7	268	515	0.0	PF07714.13
3EL8	268	515	0.0	PF07714.13
3EMG	374	623	0.0	PF07714.13
3EN4	268	515	0.0	PF07714.13
3EN5	268	515	0.0	PF07714.13
3EN6	268	515	0.0	PF07714.13
3EN7	268	515	0.0	PF07714.13
3EQP	127	385	0.0	PF07714.13
3EQR	127	385	0.0	PF07714.13
3ET7	426	678	0.0	PF07714.13
3ETA	997	1263	0.0	PF07714.13
3EWH	834	1160	0.0	PF07714.13
3EYG	876	1147	0.0	PF07714.13
3EYH	876	1147	0.0	PF07714.13
3F3T	268	515	0.0	PF07714.13
3F3U	268	515	0.0	PF07714.13
3F3V	268	515	0.0	PF07714.13
3F3W	268	515	0.0	PF07714.13
3F5P	999	1265	0.0	PF07714.13
3F66	1079	1336	0.0	PF07714.13
3F6X	268	515	0.0	PF07714.13
3F82	1079	1336	0.0	PF07714.13
3FQE	374	623	0.0	PF07714.13
3FQH	374	623	0.0	PF07714.13
3FQS	374	623	0.0	PF07714.13
3FUP	849	1120	0.0	PF07714.13
3FXX	622	878	0.0	PF07714.13
3FY2	622	878	0.0	PF07714.13
3FZO	426	678	0.0	PF07714.13
3FZP	426	678	0.0	PF07714.13
3FZR	426	678	0.0	PF07714.13
3FZS	426	678	0.0	PF07714.13
3FZT	426	678	0.0	PF07714.13
3G0E	589	923	0.0	PF07714.13
3G0F	589	923	0.0	PF07714.13
3G5D	268	515	0.0	PF07714.13
3G6G	268	515	0.0	PF07714.13
3G6H	268	515	0.0	PF07714.13
3GEN	402	650	0.0	PF07714.13
3GEQ	268	515	0.0	PF07714.13
3GOP	690	941	0.0	PF07714.13
3GQI	479	754	0.0	PF07714.13
3GQL	479	754	0.0	PF07714.13
3GT8	690	941	0.0	PF07714.13
3GVU	288	538	0.0	PF07714.13
3H3C	426	678	0.0	PF07714.13
3HGK	47	307	0.0	PF07714.13
3HMI	288	538	0.0	PF07714.13
3HNG	827	1154	0.0	PF07714.13
3I5N	1079	1336	0.0	PF07714.13
3I81	969	1235	0.0	PF07714.13
3IDP	458	712	0.0	PF07714.13
3II5	457	711	0.0	PF07714.13
3IK3	242	492	0.0	PF07714.13
3IKA	714	965	0.0	PF07714.13
3IO7	849	1120	0.0	PF07714.13
3IOK	849	1120	0.0	PF07714.13
3JS2	479	754	0.0	PF07714.13
3JY9	849	1120	0.0	PF07714.13
3K54	402	650	0.0	PF07714.13
3K5V	261	511	0.0	PF07714.13
3KCK	849	1120	0.0	PF07714.13
3KEX	692	945	0.0	PF07714.13
3KF4	242	492	0.0	PF07714.13
3KFA	242	492	0.0	PF07714.13
3KMM	245	493	0.0	PF07714.13
3KMU	194	445	1.2E-39	PF07714.13
3KMW	194	445	1.2E-39	PF07714.13
3KRJ	582	910	0.0	PF07714.13
3KRL	582	910	0.0	PF07714.13
3KRR	849	1120	0.0	PF07714.13
3KUL	635	892	0.0	PF07714.13
3KUL	635	892	0.0	PF07714.13
3KXX	479	754	0.0	PF07714.13
3KXZ	245	493	0.0	PF07714.13
3KY2	479	754	0.0	PF07714.13
3L8P	824	1091	0.0	PF07714.13
3L8V	1079	1336	0.0	PF07714.13
3L9P	1117	1382	0.0	PF07714.13
3LCD	582	910	0.0	PF07714.13
3LCK	245	493	0.0	PF07714.13
3LCO	582	910	0.0	PF07714.13
3LCS	1117	1382	0.0	PF07714.13
3LCT	1117	1382	0.0	PF07714.13
3LMG	692	945	0.0	PF07714.13
3LOK	268	515	0.0	PF07714.13
3LPB	849	1120	0.0	PF07714.13
3LQ8	1079	1336	0.0	PF07714.13
3LVP	999	1265	0.0	PF07714.13
3LW0	999	1265	0.0	PF07714.13
3LXK	823	1094	0.0	PF07714.13
3LXL	823	1094	0.0	PF07714.13
3LXN	898	1167	0.0	PF07714.13
3LXP	898	1167	0.0	PF07714.13
3LZB	690	941	0.0	PF07714.13
3MDY	204	489	8.4E-38	PF07714.13
3MIY	363	612	0.0	PF07714.13
3MJ1	363	612	0.0	PF07714.13
3MJ2	363	612	0.0	PF07714.13
3MPM	245	493	0.0	PF07714.13
3MS9	242	492	0.0	PF07714.13
3MSS	242	492	0.0	PF07714.13
3MY0	204	488	1.8E-35	PF07714.13
3NW5	969	1235	0.0	PF07714.13
3NW6	969	1235	0.0	PF07714.13
3NW7	969	1235	0.0	PF07714.13
3NYX	898	1167	0.0	PF07714.13
3NZ0	898	1167	0.0	PF07714.13
3O23	999	1265	0.0	PF07714.13
3OCS	402	650	0.0	PF07714.13
3OCT	402	650	0.0	PF07714.13
3OEZ	268	515	0.0	PF07714.13
3OF0	268	515	0.0	PF07714.13
3OG7	458	713	0.0	PF07714.13
3OMV	351	605	0.0	PF07714.13
3OXZ	242	492	0.0	PF07714.13
3OY3	242	492	0.0	PF07714.13
3P08	402	650	0.0	PF07714.13
3P86	551	804	0.0	PF07714.13
3PIX	402	650	0.0	PF07714.13
3PIY	402	650	0.0	PF07714.13
3PIZ	402	650	0.0	PF07714.13
3PJ1	402	650	0.0	PF07714.13
3PJ2	402	650	0.0	PF07714.13
3PJ3	402	650	0.0	PF07714.13
3PJC	823	1094	0.0	PF07714.13
3PLS	1085	1338	0.0	PF07714.13
3POZ	714	965	0.0	PF07714.13
3PP0	722	975	0.0	PF07714.13
3PPJ	458	712	0.0	PF07714.13
3PPK	458	712	0.0	PF07714.13
3PPZ	551	804	0.0	PF07714.13
3PRF	458	712	0.0	PF07714.13
3PRI	458	712	0.0	PF07714.13
3PSB	458	712	0.0	PF07714.13
3PSD	458	712	0.0	PF07714.13
3PXK	422	676	0.0	PF07714.13
3PYY	261	511	0.0	PF07714.13
3Q32	849	1120	0.0	PF07714.13
3Q4C	457	711	0.0	PF07714.13
3Q6U	1079	1336	0.0	PF07714.13
3Q6W	1079	1336	0.0	PF07714.13
3Q96	458	712	0.0	PF07714.13
3QGW	363	612	0.0	PF07714.13
3QGY	363	612	0.0	PF07714.13
3QLF	268	515	0.0	PF07714.13
3QLG	268	515	0.0	PF07714.13
3QQU	996	1262	0.0	PF07714.13
3QRI	242	492	0.0	PF07714.13
3QRJ	242	492	0.0	PF07714.13
3QRK	242	492	0.0	PF07714.13
3QTI	1079	1336	0.0	PF07714.13
3QUP	509	775	0.0	PF07714.13
3R7O	1079	1336	0.0	PF07714.13
3RCD	722	975	0.0	PF07714.13
3REP	194	445	1.2E-39	PF07714.13
3RHK	1079	1336	0.0	PF07714.13
3RHX	479	754	0.0	PF07714.13
3RI1	481	757	0.0	PF07714.13
3RVG	849	1120	0.0	PF07714.13
3RVG	849	1120	0.0	PF07714.13
3S95	341	602	0.0	PF07714.13
3SKC	458	712	0.0	PF07714.13
3SRV	374	623	0.0	PF07714.13
3SRV	374	623	0.0	PF07714.13
3SVV	268	515	0.0	PF07714.13
3SXR	418	665	0.0	PF07714.13
3SXS	418	665	0.0	PF07714.13
3T9T	363	612	0.0	PF07714.13
3TCP	588	852	0.0	PF07714.13
3TJC	849	1120	0.0	PF07714.13
3TJD	849	1120	0.0	PF07714.13
3TL8	292	563	1.4E-45	PF07714.13
3TT0	479	754	0.0	PF07714.13
3TUB	374	623	0.0	PF07714.13
3TUC	374	623	0.0	PF07714.13
3TUD	374	623	0.0	PF07714.13
3TV4	458	712	0.0	PF07714.13
3TV6	458	712	0.0	PF07714.13
3TZ7	268	515	0.0	PF07714.13
3TZ8	268	515	0.0	PF07714.13
3TZ9	268	515	0.0	PF07714.13
3U4W	268	515	0.0	PF07714.13
3U51	268	515	0.0	PF07714.13
3U6H	1079	1336	0.0	PF07714.13
3U6I	1079	1336	0.0	PF07714.13
3U6J	834	1160	0.0	PF07714.13
3UE4	242	492	0.0	PF07714.13
3UG1	714	965	0.0	PF07714.13
3UG2	714	965	0.0	PF07714.13
3UGC	849	1120	0.0	PF07714.13
3UIM	292	563	0.0	PF07714.13
3ULZ	292	563	0.0	PF07714.13
3UQF	268	515	0.0	PF07714.13
3UQG	268	515	0.0	PF07714.13
3V5J	363	612	0.0	PF07714.13
3V5L	363	612	0.0	PF07714.13
3V5Q	539	823	0.0	PF07714.13
3V8T	363	612	0.0	PF07714.13
3V8W	363	612	0.0	PF07714.13
3VF8	374	623	0.0	PF07714.13
3VF9	374	623	0.0	PF07714.13
3VHE	834	1160	0.0	PF07714.13
3VHK	834	1160	0.0	PF07714.13
3VID	834	1160	0.0	PF07714.13
3VJN	714	965	0.0	PF07714.13
3VJO	714	965	0.0	PF07714.13
3VNT	834	1160	0.0	PF07714.13
3VO3	834	1160	0.0	PF07714.13
3VRY	267	515	0.0	PF07714.13
3VRZ	267	515	0.0	PF07714.13
3VS0	267	515	0.0	PF07714.13
3VS1	267	515	0.0	PF07714.13
3VS2	267	515	0.0	PF07714.13
3VS3	267	515	0.0	PF07714.13
3VS4	267	515	0.0	PF07714.13
3VS5	267	515	0.0	PF07714.13
3VS6	267	515	0.0	PF07714.13
3VS7	267	515	0.0	PF07714.13
3VW8	1079	1336	0.0	PF07714.13
3W2O	714	965	0.0	PF07714.13
3W2P	714	965	0.0	PF07714.13
3W2Q	714	965	0.0	PF07714.13
3W2R	714	965	0.0	PF07714.13
3W2S	714	965	0.0	PF07714.13
3W32	714	965	0.0	PF07714.13
3W33	714	965	0.0	PF07714.13
3WJ6	479	754	0.0	PF07714.13
3WZD	834	1160	0.0	PF07714.13
3WZE	834	1160	0.0	PF07714.13
3ZBF	1947	2215	0.0	PF07714.13
3ZBX	1079	1336	0.0	PF07714.13
3ZC5	1079	1336	0.0	PF07714.13
3ZC5	1079	1336	0.0	PF07714.13
3ZC6	823	1094	0.0	PF07714.13
3ZCL	1079	1336	0.0	PF07714.13
3ZEP	823	1094	0.0	PF07714.13
3ZEW	616	874	0.0	PF07714.13
3ZFM	622	880	0.0	PF07714.13
3ZFX	620	878	0.0	PF07714.13
3ZFY	634	892	0.0	PF07714.13
3ZMM	849	1120	0.0	PF07714.13
3ZON	591	866	0.0	PF07714.13
3ZOS	610	905	0.0	PF07714.13
3ZXZ	1079	1336	0.0	PF07714.13
3ZZE	1079	1336	0.0	PF07714.13
3ZZW	474	746	0.0	PF07714.13
4AG8	834	1160	0.0	PF07714.13
4AGC	834	1160	0.0	PF07714.13
4AGD	834	1160	0.0	PF07714.13
4AGW	268	515	0.0	PF07714.13
4ANL	1117	1382	0.0	PF07714.13
4ANQ	1117	1382	0.0	PF07714.13
4ANS	1117	1382	0.0	PF07714.13
4AOI	1079	1336	0.0	PF07714.13
4AOJ	512	781	0.0	PF07714.13
4AP7	1079	1336	0.0	PF07714.13
4AQC	849	1120	0.0	PF07714.13
4ASD	834	1160	0.0	PF07714.13
4ASE	834	1160	0.0	PF07714.13
4ASZ	555	822	0.0	PF07714.13
4AT3	555	822	0.0	PF07714.13
4AT4	555	822	0.0	PF07714.13
4AT5	555	822	0.0	PF07714.13
4AW5	92	350	0.0	PF07714.13
4BB4	616	874	0.0	PF07714.13
4BBE	849	1120	0.0	PF07714.13
4BBF	849	1120	0.0	PF07714.13
4BKJ	610	905	0.0	PF07714.13
4BRX	422	676	0.0	PF07714.13
4BTF	202	453	1.3E-41	PF07714.13
4C3F	245	493	0.0	PF07714.13
4C61	849	1120	0.0	PF07714.13
4C62	849	1120	0.0	PF07714.13
4C7T	422	676	0.0	PF07714.13
4C8B	22	287	9.8E-45	PF07714.13
4CCB	1117	1382	0.0	PF07714.13
4CCU	1117	1382	0.0	PF07714.13
4CD0	1117	1382	0.0	PF07714.13
4CKI	724	1005	0.0	PF07714.13
4CKJ	724	1005	0.0	PF07714.13
4CKR	610	905	0.0	PF07714.13
4CLI	1117	1382	0.0	PF07714.13
4CLJ	1117	1382	0.0	PF07714.13
4CMO	1117	1382	0.0	PF07714.13
4CMT	1117	1382	0.0	PF07714.13
4CMU	1117	1382	0.0	PF07714.13
4CNH	1117	1382	0.0	PF07714.13
4CNH	1117	1382	0.0	PF07714.13
4CQE	458	713	0.0	PF07714.13
4CSV	8	258	0.0	PF07714.13
4CTB	1117	1382	0.0	PF07714.13
4CTC	1117	1382	0.0	PF07714.13
4D0W	849	1120	0.0	PF07714.13
4D0X	849	1120	0.0	PF07714.13
4D1S	849	1120	0.0	PF07714.13
4D2R	999	1265	0.0	PF07714.13
4D4R	422	676	0.0	PF07714.13
4D4S	422	676	0.0	PF07714.13
4D4V	422	676	0.0	PF07714.13
4D4Y	422	676	0.0	PF07714.13
4D55	422	676	0.0	PF07714.13
4D58	422	676	0.0	PF07714.13
4D5H	422	676	0.0	PF07714.13
4D5K	422	676	0.0	PF07714.13
4DBN	457	711	0.0	PF07714.13
4DCE	1117	1382	0.0	PF07714.13
4DEG	1079	1336	0.0	PF07714.13
4DEH	1079	1336	0.0	PF07714.13
4DEI	1079	1336	0.0	PF07714.13
4DFL	374	623	0.0	PF07714.13
4DFN	374	623	0.0	PF07714.13
4DGG	268	515	0.0	PF07714.13
4E1Z	894	1164	0.0	PF07714.13
4E20	894	1164	0.0	PF07714.13
4E26	458	712	0.0	PF07714.13
4E4L	876	1147	0.0	PF07714.13
4E4M	849	1120	0.0	PF07714.13
4E4N	876	1147	0.0	PF07714.13
4E4X	458	712	0.0	PF07714.13
4E5W	876	1147	0.0	PF07714.13
4E6D	849	1120	0.0	PF07714.13
4E6Q	849	1120	0.0	PF07714.13
4E93	561	814	0.0	PF07714.13
4EBV	422	676	0.0	PF07714.13
4EBW	422	676	0.0	PF07714.13
4EEV	1079	1336	0.0	PF07714.13
4EHE	458	712	0.0	PF07714.13
4EHE	458	712	0.0	PF07714.13
4EHG	458	712	0.0	PF07714.13
4EHZ	876	1147	0.0	PF07714.13
4EI4	876	1147	0.0	PF07714.13
4EWH	127	385	0.0	PF07714.13
4EWH	127	385	0.0	PF07714.13
4F08	849	1120	0.0	PF07714.13
4F09	849	1120	0.0	PF07714.13
4F0F	1027	1289	0.0	PF07714.13
4F0G	1027	1289	0.0	PF07714.13
4F0I	511	780	0.0	PF07714.13
4F1M	1027	1289	0.0	PF07714.13
4F1O	1027	1289	0.0	PF07714.13
4F1T	1027	1289	0.0	PF07714.13
4F4P	374	623	0.0	PF07714.13
