PDB_ID	PdbResNumStart	PdbResNumEnd	eValue	PFAM_ACC
4WQT	18	379	6.1E-38	PF04563.11
4X67	42	455	0.0	PF04563.11
4X6A	42	455	0.0	PF04563.11
4XAX	18	379	2.4E-41	PF04563.11
4XLN	18	379	3.3E-40	PF04563.11
4XLP	18	379	3.3E-40	PF04563.11
4XLQ	18	379	3.3E-40	PF04563.11
4XLR	18	379	3.3E-40	PF04563.11
4XLS	18	379	3.3E-40	PF04563.11
4XSX	26	500	0.0	PF04563.11
4XSY	26	500	0.0	PF04563.11
4XSZ	26	500	0.0	PF04563.11
4Y52	42	455	0.0	PF04563.11
4Y7N	42	455	0.0	PF04563.11
4YFK	26	500	0.0	PF04563.11
4YFN	26	500	0.0	PF04563.11
4YFX	26	500	0.0	PF04563.11
4YG2	26	500	0.0	PF04563.11
4YLN	26	500	0.0	PF04563.11
4YLO	26	500	0.0	PF04563.11
4YLP	26	500	0.0	PF04563.11
4YM7	41	457	0.0	PF04563.11
4ZH2	26	500	0.0	PF04563.11
4ZH3	26	500	0.0	PF04563.11
4ZH4	26	500	0.0	PF04563.11
5BYH	26	500	0.0	PF04563.11
5C44	61	474	0.0	PF04563.11
5C4A	61	474	0.0	PF04563.11
5C4J	61	474	0.0	PF04563.11
5C4X	61	474	0.0	PF04563.11
