PDB_ID	PdbResNumStart	PdbResNumEnd	eValue	PFAM_ACC
2QIB	19	63	6.1E-14	PF00440.19
2QKO	11	57	2.1E-9	PF00440.19
2QOP	16	62	8.5E-20	PF00440.19
2QWT	17	61	1.1E-13	PF00440.19
2RAE	26	63	1.2E-14	PF00440.19
2RAS	15	61	5.7E-10	PF00440.19
2REK	21	66	4.7E-12	PF00440.19
2TCT	10	55	1.2E-15	PF00440.19
2TRT	10	55	1.3E-15	PF00440.19
2UXH	16	62	2.7E-18	PF00440.19
2UXI	16	62	2.7E-18	PF00440.19
2UXO	16	62	2.7E-18	PF00440.19
2UXP	16	62	2.7E-18	PF00440.19
2UXU	16	62	2.7E-18	PF00440.19
2V57	18	62	3.9E-8	PF00440.19
2VKE	10	55	1.2E-15	PF00440.19
2VKV	10	55	6.4E-13	PF00440.19
2VPR	10	55	4.3E-13	PF00440.19
2W53	16	62	8.6E-17	PF00440.19
2WGB	18	62	3.9E-8	PF00440.19
2WUI	16	60	1.0E-13	PF00440.19
2WV1	12	56	2.5E-13	PF00440.19
2X6O	10	55	1.2E-15	PF00440.19
2X9D	10	55	1.2E-15	PF00440.19
2XB5	10	55	1.2E-15	PF00440.19
2XDN	16	62	2.7E-18	PF00440.19
2XGC	10	55	2.1E-14	PF00440.19
2XGC	10	55	2.1E-14	PF00440.19
2XGD	10	55	2.1E-14	PF00440.19
2XGE	10	55	2.1E-14	PF00440.19
2XGE	10	55	2.1E-14	PF00440.19
2XPU	10	55	1.2E-15	PF00440.19
2XPV	10	55	1.2E-15	PF00440.19
2XPW	10	55	1.2E-15	PF00440.19
2XRL	10	55	1.2E-15	PF00440.19
2Y2Z	32	76	4.1E-11	PF00440.19
2Y30	32	76	4.1E-11	PF00440.19
2Y31	32	76	4.1E-11	PF00440.19
2YVE	9	53	3.7E-6	PF00440.19
2YVH	9	53	3.4E-6	PF00440.19
2ZB9	34	72	7.2E-8	PF00440.19
2ZCM	5	48	5.6E-15	PF00440.19
2ZCN	5	48	5.6E-15	PF00440.19
2ZCX	28	72	3.1E-10	PF00440.19
2ZOY	9	53	3.7E-6	PF00440.19
2ZOZ	9	53	3.6E-6	PF00440.19
3ANG	14	58	1.2E-13	PF00440.19
3ANP	14	58	1.2E-13	PF00440.19
3AQS	35	81	9.0E-14	PF00440.19
3AQT	35	81	9.0E-14	PF00440.19
3B6A	36	80	1.3E-9	PF00440.19
3B6C	36	80	1.3E-9	PF00440.19
3B81	22	60	9.0E-13	PF00440.19
3BCG	16	62	8.5E-20	PF00440.19
3BHQ	16	62	1.2E-16	PF00440.19
3BJB	26	71	4.1E-15	PF00440.19
3BNI	26	72	2.8E-13	PF00440.19
3BQY	22	65	6.8E-12	PF00440.19
3BQZ	7	53	2.4E-14	PF00440.19
3BR0	7	53	2.5E-14	PF00440.19
3BR1	7	53	2.4E-14	PF00440.19
3BR2	7	53	2.4E-14	PF00440.19
3BR3	7	53	2.5E-14	PF00440.19
3BR5	7	53	2.6E-14	PF00440.19
3BR6	7	53	2.5E-14	PF00440.19
3BRU	32	77	8.8E-14	PF00440.19
3BT9	7	53	2.3E-14	PF00440.19
3BTC	7	53	2.3E-14	PF00440.19
3BTI	7	53	2.3E-14	PF00440.19
3BTJ	7	53	2.3E-14	PF00440.19
3BTL	7	53	2.3E-14	PF00440.19
3C07	24	68	8.2E-20	PF00440.19
3C2B	19	64	3.9E-10	PF00440.19
3C2B	19	64	3.9E-10	PF00440.19
3CCY	16	60	7.3E-14	PF00440.19
3CDL	11	57	1.3E-18	PF00440.19
3CJD	16	61	2.7E-7	PF00440.19
3COL	16	57	2.1E-9	PF00440.19
3CRJ	16	61	5.0E-10	PF00440.19
3CWR	21	64	1.2E-8	PF00440.19
3DCF	35	80	8.5E-19	PF00440.19
3DEW	10	56	1.8E-14	PF00440.19
3DPJ	10	56	2.1E-15	PF00440.19
3E7Q	19	64	5.2E-13	PF00440.19
3EGQ	8	54	1.7E-15	PF00440.19
3EUP	14	59	8.3E-9	PF00440.19
3EUP	14	59	8.3E-9	PF00440.19
3F0C	16	62	3.6E-14	PF00440.19
3F1B	18	63	3.8E-18	PF00440.19
3FIW	11	54	4.5E-14	PF00440.19
3FK6	10	55	2.1E-14	PF00440.19
3FK7	10	55	2.1E-14	PF00440.19
3FRQ	13	56	3.7E-6	PF00440.19
3G1L	29	74	5.7E-15	PF00440.19
3G1M	29	74	4.8E-15	PF00440.19
3G1O	29	74	5.7E-15	PF00440.19
3G56	13	56	3.7E-6	PF00440.19
3G7R	19	64	1.9E-14	PF00440.19
3GEU	5	49	2.5E-16	PF00440.19
3GZI	22	65	1.5E-13	PF00440.19
3HE0	13	59	1.3E-18	PF00440.19
3HGG	20	64	1.3E-9	PF00440.19
3HGY	20	64	1.2E-9	PF00440.19
3HIM	21	66	1.1E-14	PF00440.19
3HTA	13	58	9.6E-8	PF00440.19
3HTH	13	58	9.6E-8	PF00440.19
3HTI	13	58	9.6E-8	PF00440.19
3HTI	13	58	9.6E-8	PF00440.19
3HTJ	13	58	9.6E-8	PF00440.19
3IH2	8	51	1.1E-19	PF00440.19
3IH3	8	51	1.1E-19	PF00440.19
3IH4	8	51	1.1E-19	PF00440.19
3IUV	13	58	8.3E-8	PF00440.19
3JSJ	13	57	4.4E-9	PF00440.19
3KKC	17	60	4.7E-8	PF00440.19
3KKD	40	83	1.0E-7	PF00440.19
3KNW	16	57	9.3E-11	PF00440.19
3KZ9	21	67	3.2E-12	PF00440.19
3LHQ	16	62	1.3E-20	PF00440.19
3LJL	16	60	3.5E-5	PF00440.19
3LOC	22	68	3.2E-15	PF00440.19
3LSJ	16	63	2.8E-11	PF00440.19
3LSP	16	63	2.8E-11	PF00440.19
3LSR	16	63	2.8E-11	PF00440.19
3LWJ	16	60	1.7E-12	PF00440.19
3MNL	21	65	1.4E-15	PF00440.19
3MVP	31	76	1.4E-14	PF00440.19
3NI7	12	57	2.6E-5	PF00440.19
3NNR	9	52	1.7E-11	PF00440.19
3NPI	23	65	3.1E-11	PF00440.19
3NRG	17	61	2.7E-12	PF00440.19
3NXC	33	75	2.9E-11	PF00440.19
3O8G	29	74	4.8E-15	PF00440.19
3O8H	29	74	4.8E-15	PF00440.19
3ON2	17	63	1.4E-9	PF00440.19
3ON4	12	57	2.8E-13	PF00440.19
3P9T	16	62	8.6E-17	PF00440.19
3PAS	13	57	3.9E-14	PF00440.19
3PM1	7	53	2.5E-14	PF00440.19
3PPB	13	58	5.4E-20	PF00440.19
3Q0U	29	74	4.8E-15	PF00440.19
3Q0V	29	74	4.8E-15	PF00440.19
3Q0W	29	74	4.8E-15	PF00440.19
3Q3S	29	74	4.8E-15	PF00440.19
3QBM	12	56	1.0E-12	PF00440.19
3QKX	12	56	2.7E-14	PF00440.19
3QPL	29	74	4.9E-15	PF00440.19
3QPS	20	64	1.2E-9	PF00440.19
3QQA	20	64	1.2E-9	PF00440.19
3RD3	12	57	9.7E-14	PF00440.19
3RH2	7	50	3.0E-14	PF00440.19
3S5R	14	59	9.5E-16	PF00440.19
3SDG	29	74	4.8E-15	PF00440.19
3SFI	29	74	4.8E-15	PF00440.19
3T6N	19	64	9.5E-9	PF00440.19
3TP0	29	74	3.9E-15	PF00440.19
3TP3	29	74	4.9E-15	PF00440.19
3V6G	19	64	9.5E-9	PF00440.19
3V78	19	64	9.5E-9	PF00440.19
3VIB	16	61	7.3E-19	PF00440.19
3VOK	19	54	1.2E-5	PF00440.19
3VOX	19	54	1.2E-5	PF00440.19
3VP5	19	54	1.2E-5	PF00440.19
3VPR	8	53	4.1E-19	PF00440.19
3VUQ	17	63	2.0E-16	PF00440.19
3VVX	13	57	1.7E-11	PF00440.19
3VVY	13	57	1.7E-11	PF00440.19
3VVZ	13	57	1.7E-11	PF00440.19
3VW0	13	57	1.7E-11	PF00440.19
3VW1	13	57	1.7E-11	PF00440.19
3VW2	13	57	1.7E-11	PF00440.19
3WHB	11	56	1.1E-17	PF00440.19
3WHC	11	56	1.1E-17	PF00440.19
3ZQF	10	55	1.4E-15	PF00440.19
3ZQG	10	55	1.4E-15	PF00440.19
3ZQH	10	55	1.4E-15	PF00440.19
3ZQI	10	55	1.4E-15	PF00440.19
3ZQL	32	76	4.1E-11	PF00440.19
4ABZ	10	55	1.2E-15	PF00440.19
4AC0	10	55	1.4E-15	PF00440.19
4AC6	16	62	5.1E-16	PF00440.19
4ACI	16	62	5.1E-16	PF00440.19
4AF5	16	62	5.1E-16	PF00440.19
4AUX	10	55	1.2E-15	PF00440.19
4B1R	10	55	1.2E-15	PF00440.19
4B3A	10	55	1.2E-15	PF00440.19
4CGR	39	78	2.4E-13	PF00440.19
4D7M	10	55	1.3E-15	PF00440.19
4D7N	10	55	1.3E-15	PF00440.19
4DW6	29	74	4.8E-15	PF00440.19
4G12	30	75	4.1E-18	PF00440.19
4GCK	19	61	2.9E-11	PF00440.19
4GCL	19	61	2.9E-11	PF00440.19
4GCT	17	58	9.9E-12	PF00440.19
4GFK	17	58	9.9E-12	PF00440.19
4GFL	19	61	2.9E-11	PF00440.19
4HKU	9	53	5.3E-13	PF00440.19
4I6Z	8	51	1.1E-19	PF00440.19
4I76	8	51	1.1E-19	PF00440.19
4ICH	101	146	6.4E-16	PF00440.19
4JKZ	18	63	4.0E-14	PF00440.19
4JL3	18	63	4.1E-14	PF00440.19
4JNN	101	146	7.3E-16	PF00440.19
4JYK	23	69	3.2E-15	PF00440.19
4KWA	101	146	7.4E-16	PF00440.19
4L62	12	57	9.2E-14	PF00440.19
4M3B	29	74	3.9E-15	PF00440.19
4M3D	29	74	3.9E-15	PF00440.19
4M3E	29	74	3.9E-15	PF00440.19
4M3F	29	74	3.9E-15	PF00440.19
4M3G	29	74	3.9E-15	PF00440.19
4ME9	9	54	3.3E-20	PF00440.19
4MK6	17	54	6.9E-7	PF00440.19
4MO7	20	66	4.4E-17	PF00440.19
4MXM	20	66	4.0E-17	PF00440.19
4NEL	101	146	7.0E-16	PF00440.19
4NN1	12	57	9.4E-14	PF00440.19
4PXI	14	60	9.3E-18	PF00440.19
4UDS	20	63	3.4E-16	PF00440.19
4V2F	10	55	1.2E-15	PF00440.19
4V2G	10	55	1.2E-15	PF00440.19
4W1U	15	61	8.6E-18	PF00440.19
4W97	15	61	9.2E-18	PF00440.19
4X1E	23	69	3.4E-15	PF00440.19
4XK4	23	69	3.2E-15	PF00440.19
4ZA6	20	52	5.3E-6	PF00440.19
5C4Y	49	52	3.5E-17	PF00440.19
5D18	19	65	9.8E-17	PF00440.19
5D19	19	65	9.8E-17	PF00440.19
5D1R	21	64	5.6E-9	PF00440.19
5D1W	29	72	2.0E-9	PF00440.19
