PDB_ID	PdbResNumStart	PdbResNumEnd	eValue	PFAM_ACC
3J6X	178	211	4.1E-6	PF00467.25
3J6Y	53	83	1.9E-5	PF00467.25
3J6Y	178	211	4.1E-6	PF00467.25
3J77	53	83	1.9E-5	PF00467.25
3J77	178	211	4.1E-6	PF00467.25
3J78	53	83	1.9E-5	PF00467.25
3J78	178	211	4.1E-6	PF00467.25
3J79	51	82	4.7E-8	PF00467.25
3J7A	177	210	8.1E-5	PF00467.25
3J7O	51	83	6.1E-8	PF00467.25
3J7O	7	35	3.7E-6	PF00467.25
3J7P	51	83	6.1E-8	PF00467.25
3J7P	7	35	3.7E-6	PF00467.25
3J7P	178	211	5.8E-6	PF00467.25
3J7P	51	83	6.1E-8	PF00467.25
3J7P	7	35	3.7E-6	PF00467.25
3J7P	178	211	5.8E-6	PF00467.25
3J7Q	51	83	6.1E-8	PF00467.25
3J7Q	7	35	3.7E-6	PF00467.25
3J7R	51	83	6.1E-8	PF00467.25
3J7R	7	35	3.7E-6	PF00467.25
3J7R	178	211	5.8E-6	PF00467.25
3J7Y	59	88	1.3E-8	PF00467.25
3J7Z	7	36	3.2E-5	PF00467.25
3J80	178	211	5.3E-6	PF00467.25
3J81	178	211	5.3E-6	PF00467.25
3J8G	8	36	3.2E-5	PF00467.25
3J92	51	83	6.1E-8	PF00467.25
3J92	7	35	3.7E-6	PF00467.25
3J9M	59	88	1.3E-8	PF00467.25
3J9W	5	36	7.7E-10	PF00467.25
3J9Y	7	36	3.2E-5	PF00467.25
3J9Y	7	36	3.2E-5	PF00467.25
3J9Z	7	36	3.1E-5	PF00467.25
3JA1	7	36	3.1E-5	PF00467.25
3JAG	51	83	9.6E-8	PF00467.25
3JAG	7	35	3.6E-6	PF00467.25
3JAG	178	211	5.8E-6	PF00467.25
3JAH	51	83	9.6E-8	PF00467.25
3JAH	7	35	3.6E-6	PF00467.25
3JAH	178	211	5.8E-6	PF00467.25
3JAI	51	83	9.6E-8	PF00467.25
3JAI	7	35	3.6E-6	PF00467.25
3JAI	178	211	5.8E-6	PF00467.25
3JAM	178	211	5.3E-6	PF00467.25
3JAN	51	83	9.6E-8	PF00467.25
3JAN	7	35	3.6E-6	PF00467.25
3JAN	178	211	5.7E-6	PF00467.25
3JAP	178	211	5.3E-6	PF00467.25
3JAQ	178	211	5.3E-6	PF00467.25
3JBN	177	210	7.9E-5	PF00467.25
3JBN	51	82	5.7E-8	PF00467.25
3JBO	177	210	7.9E-5	PF00467.25
3JBO	51	82	5.7E-8	PF00467.25
3JBP	177	210	7.9E-5	PF00467.25
3JBP	51	82	5.7E-8	PF00467.25
3OW2	45	75	2.9E-8	PF00467.25
3P8B	94	124	8.4E-12	PF00467.25
3PIO	18	49	9.5E-8	PF00467.25
3PIP	18	49	9.5E-8	PF00467.25
4ADX	45	75	2.9E-8	PF00467.25
4CE4	59	89	7.9E-9	PF00467.25
4CSU	7	36	3.1E-5	PF00467.25
4D5L	178	211	2.0E-5	PF00467.25
4D5Y	51	83	6.1E-8	PF00467.25
4D5Y	7	35	3.7E-6	PF00467.25
4D61	178	211	2.0E-5	PF00467.25
4D67	51	83	6.1E-8	PF00467.25
4D67	7	35	3.7E-6	PF00467.25
4IO9	18	49	9.5E-8	PF00467.25
4IOA	18	49	9.5E-8	PF00467.25
4IOC	18	49	9.5E-8	PF00467.25
4KZX	178	211	5.9E-6	PF00467.25
4KZY	178	211	5.9E-6	PF00467.25
4KZZ	178	211	5.9E-6	PF00467.25
4L47	9	40	1.2E-9	PF00467.25
4L71	9	40	1.2E-9	PF00467.25
4LEL	9	40	1.2E-9	PF00467.25
4LFZ	9	40	1.2E-9	PF00467.25
4LNT	9	40	1.2E-9	PF00467.25
4LSK	9	40	1.2E-9	PF00467.25
4LT8	9	40	1.2E-9	PF00467.25
4P6F	9	40	1.2E-9	PF00467.25
4P70	9	40	1.2E-9	PF00467.25
4TUA	9	40	1.2E-9	PF00467.25
4TUB	9	40	1.2E-9	PF00467.25
4TUC	9	40	1.2E-9	PF00467.25
4TUD	9	40	1.2E-9	PF00467.25
4TUE	9	40	1.2E-9	PF00467.25
4U1U	8	37	3.1E-5	PF00467.25
4U1V	8	37	3.1E-5	PF00467.25
4U20	8	37	3.1E-5	PF00467.25
4U24	8	37	3.1E-5	PF00467.25
4U25	8	37	3.1E-5	PF00467.25
4U26	8	37	3.1E-5	PF00467.25
4U27	8	37	3.1E-5	PF00467.25
4U3M	178	211	4.1E-6	PF00467.25
4U3M	53	83	1.8E-5	PF00467.25
4U3N	178	211	4.1E-6	PF00467.25
4U3N	53	83	1.8E-5	PF00467.25
4U3U	178	211	4.1E-6	PF00467.25
4U3U	53	83	1.8E-5	PF00467.25
4U4N	178	211	4.1E-6	PF00467.25
4U4N	53	83	1.8E-5	PF00467.25
4U4O	178	211	4.1E-6	PF00467.25
4U4O	53	83	1.8E-5	PF00467.25
4U4Q	178	211	4.1E-6	PF00467.25
4U4Q	53	83	1.8E-5	PF00467.25
4U4R	178	211	4.1E-6	PF00467.25
4U4R	53	83	1.8E-5	PF00467.25
4U4U	178	211	4.1E-6	PF00467.25
4U4U	53	83	1.8E-5	PF00467.25
4U4Y	178	211	4.1E-6	PF00467.25
4U4Y	53	83	1.8E-5	PF00467.25
4U4Z	178	211	4.1E-6	PF00467.25
4U4Z	53	83	1.8E-5	PF00467.25
4U50	178	211	4.1E-6	PF00467.25
4U50	53	83	1.8E-5	PF00467.25
4U51	178	211	4.1E-6	PF00467.25
4U51	53	83	1.8E-5	PF00467.25
4U52	178	211	4.1E-6	PF00467.25
4U52	53	83	1.8E-5	PF00467.25
4U53	178	211	4.1E-6	PF00467.25
4U53	53	83	1.8E-5	PF00467.25
4U55	178	211	4.1E-6	PF00467.25
4U55	53	83	1.8E-5	PF00467.25
4U56	178	211	4.1E-6	PF00467.25
4U56	53	83	1.8E-5	PF00467.25
4U67	18	49	9.4E-8	PF00467.25
4U6F	178	211	4.1E-6	PF00467.25
4U6F	53	83	1.8E-5	PF00467.25
4UER	178	211	4.1E-6	PF00467.25
4UG0	51	83	6.1E-8	PF00467.25
4UG0	7	35	3.7E-6	PF00467.25
4UG0	178	211	5.8E-6	PF00467.25
4UJC	51	83	6.1E-8	PF00467.25
4UJC	7	35	3.7E-6	PF00467.25
4UJC	178	211	2.0E-5	PF00467.25
4UJD	51	83	6.1E-8	PF00467.25
4UJD	7	35	3.7E-6	PF00467.25
4UJD	178	211	2.0E-5	PF00467.25
4UJE	51	83	6.1E-8	PF00467.25
4UJE	7	35	3.7E-6	PF00467.25
4UJE	178	211	2.0E-5	PF00467.25
4UY8	7	36	3.1E-5	PF00467.25
4V19	59	89	7.9E-9	PF00467.25
4V3P	177	211	3.9E-7	PF00467.25
4V3P	51	82	2.2E-8	PF00467.25
4V3P	7	35	7.7E-6	PF00467.25
4V42	45	75	2.9E-8	PF00467.25
4V47	7	36	3.1E-5	PF00467.25
4V48	7	36	3.1E-5	PF00467.25
4V49	18	49	9.2E-8	PF00467.25
4V4A	18	49	9.2E-8	PF00467.25
4V4B	53	83	1.8E-5	PF00467.25
4V4G	18	49	9.2E-8	PF00467.25
4V4H	7	36	3.2E-5	PF00467.25
4V4I	9	40	1.2E-9	PF00467.25
4V4J	9	40	1.2E-9	PF00467.25
4V4N	48	79	4.2E-10	PF00467.25
4V4P	45	75	2.9E-8	PF00467.25
4V4Q	7	36	3.1E-5	PF00467.25
4V4R	45	75	2.9E-8	PF00467.25
4V4S	45	75	2.9E-8	PF00467.25
4V4T	45	75	2.9E-8	PF00467.25
4V4V	7	36	2.9E-5	PF00467.25
4V4W	7	36	2.9E-5	PF00467.25
4V4X	9	40	1.2E-9	PF00467.25
4V4Y	9	40	1.2E-9	PF00467.25
4V4Z	9	40	1.2E-9	PF00467.25
4V50	7	36	3.1E-5	PF00467.25
4V51	9	40	1.2E-9	PF00467.25
4V52	7	36	3.1E-5	PF00467.25
4V53	7	36	3.1E-5	PF00467.25
4V54	7	36	3.1E-5	PF00467.25
4V55	7	36	3.1E-5	PF00467.25
4V56	7	36	3.1E-5	PF00467.25
4V57	7	36	3.1E-5	PF00467.25
4V5A	9	40	1.2E-9	PF00467.25
4V5B	7	36	3.1E-5	PF00467.25
4V5C	9	40	1.2E-9	PF00467.25
4V5D	9	40	1.2E-9	PF00467.25
4V5E	9	40	1.2E-9	PF00467.25
4V5F	9	40	1.2E-9	PF00467.25
4V5G	9	40	1.2E-9	PF00467.25
4V5H	8	36	3.1E-5	PF00467.25
4V5J	9	40	1.2E-9	PF00467.25
4V5K	9	40	1.2E-9	PF00467.25
4V5L	9	40	1.2E-9	PF00467.25
4V5M	9	40	1.2E-9	PF00467.25
4V5N	9	40	1.2E-9	PF00467.25
4V5P	9	40	1.2E-9	PF00467.25
4V5Q	9	40	1.2E-9	PF00467.25
4V5R	9	40	1.2E-9	PF00467.25
4V5S	9	40	1.2E-9	PF00467.25
4V5Y	7	36	3.1E-5	PF00467.25
4V5Z	51	83	6.1E-8	PF00467.25
4V61	71	102	1.0E-7	PF00467.25
4V63	9	40	1.2E-9	PF00467.25
4V64	7	36	3.1E-5	PF00467.25
4V65	7	36	3.1E-5	PF00467.25
4V66	7	36	3.1E-5	PF00467.25
4V67	9	40	1.2E-9	PF00467.25
4V68	9	40	1.0E-9	PF00467.25
4V69	7	36	3.1E-5	PF00467.25
4V6A	9	40	1.2E-9	PF00467.25
4V6C	7	36	3.2E-5	PF00467.25
4V6D	7	36	3.2E-5	PF00467.25
4V6E	7	36	3.2E-5	PF00467.25
4V6F	9	40	1.2E-9	PF00467.25
4V6G	9	40	1.2E-9	PF00467.25
4V6I	178	211	4.1E-6	PF00467.25
4V6I	53	83	1.8E-5	PF00467.25
4V6K	7	36	3.2E-5	PF00467.25
4V6L	7	36	3.2E-5	PF00467.25
4V6M	7	36	3.1E-5	PF00467.25
4V6N	7	36	3.1E-5	PF00467.25
4V6O	7	36	3.1E-5	PF00467.25
4V6P	7	36	3.1E-5	PF00467.25
4V6Q	7	36	3.1E-5	PF00467.25
4V6R	7	36	3.1E-5	PF00467.25
4V6S	7	36	3.1E-5	PF00467.25
4V6T	7	36	3.1E-5	PF00467.25
4V6U	48	79	4.2E-10	PF00467.25
4V6V	7	36	3.1E-5	PF00467.25
4V6W	178	211	4.6E-7	PF00467.25
4V6W	52	83	4.3E-7	PF00467.25
4V6W	8	32	1.3E-6	PF00467.25
4V6X	178	211	5.8E-6	PF00467.25
4V6X	51	83	6.1E-8	PF00467.25
4V6X	7	35	3.7E-6	PF00467.25
4V6Y	7	36	3.2E-5	PF00467.25
4V6Z	7	36	3.2E-5	PF00467.25
4V70	7	36	3.2E-5	PF00467.25
4V71	7	36	3.2E-5	PF00467.25
4V72	7	36	3.2E-5	PF00467.25
4V73	7	36	3.2E-5	PF00467.25
4V74	7	36	3.2E-5	PF00467.25
4V75	7	36	3.2E-5	PF00467.25
4V76	7	36	3.2E-5	PF00467.25
4V77	7	36	3.2E-5	PF00467.25
4V78	7	36	3.2E-5	PF00467.25
4V79	7	36	3.2E-5	PF00467.25
4V7A	7	36	3.2E-5	PF00467.25
4V7B	7	36	3.2E-5	PF00467.25
4V7C	7	36	3.1E-5	PF00467.25
4V7D	7	36	3.1E-5	PF00467.25
4V7E	177	211	1.9E-7	PF00467.25
4V7E	7	35	1.3E-5	PF00467.25
4V7E	51	82	2.8E-8	PF00467.25
4V7F	53	83	1.9E-5	PF00467.25
4V7H	53	83	1.6E-5	PF00467.25
4V7I	7	36	3.2E-5	PF00467.25
4V7J	9	40	1.2E-9	PF00467.25
4V7K	9	40	1.2E-9	PF00467.25
4V7L	9	40	1.2E-9	PF00467.25
4V7M	9	40	1.2E-9	PF00467.25
4V7P	9	40	1.2E-9	PF00467.25
4V7R	53	83	1.9E-5	PF00467.25
4V7S	7	36	3.1E-5	PF00467.25
4V7T	7	36	3.1E-5	PF00467.25
4V7U	7	36	3.1E-5	PF00467.25
4V7V	7	36	3.1E-5	PF00467.25
4V7W	9	40	1.2E-9	PF00467.25
4V7X	9	40	1.2E-9	PF00467.25
4V7Y	9	40	1.2E-9	PF00467.25
4V7Z	9	40	1.2E-9	PF00467.25
4V83	9	40	9.9E-10	PF00467.25
4V84	9	40	9.9E-10	PF00467.25
4V85	7	36	3.2E-5	PF00467.25
4V87	9	40	1.0E-9	PF00467.25
4V88	178	211	4.1E-6	PF00467.25
4V88	53	83	1.9E-5	PF00467.25
4V89	7	36	3.2E-5	PF00467.25
4V8A	9	40	1.2E-9	PF00467.25
4V8B	9	40	1.2E-9	PF00467.25
4V8C	9	40	1.2E-9	PF00467.25
4V8D	9	40	1.2E-9	PF00467.25
4V8D	9	40	1.2E-9	PF00467.25
4V8E	9	40	1.2E-9	PF00467.25
4V8F	9	40	1.2E-9	PF00467.25
4V8G	9	40	1.2E-9	PF00467.25
4V8H	9	40	1.2E-9	PF00467.25
4V8I	9	40	1.2E-9	PF00467.25
4V8J	9	40	1.2E-9	PF00467.25
4V8M	175	199	6.4E-7	PF00467.25
4V8M	49	80	8.2E-7	PF00467.25
4V8M	6	31	1.5E-5	PF00467.25
4V8N	9	40	1.2E-9	PF00467.25
4V8O	9	40	1.2E-9	PF00467.25
4V8P	51	82	2.8E-8	PF00467.25
4V8Q	9	40	1.2E-9	PF00467.25
4V8T	53	83	1.9E-5	PF00467.25
4V8U	9	40	1.2E-9	PF00467.25
4V8X	9	40	1.2E-9	PF00467.25
4V8Y	178	211	4.1E-6	PF00467.25
4V8Y	53	83	1.8E-5	PF00467.25
4V8Z	178	211	4.1E-6	PF00467.25
4V8Z	53	83	1.8E-5	PF00467.25
4V90	9	40	1.2E-9	PF00467.25
4V91	53	83	1.9E-5	PF00467.25
4V92	178	211	4.1E-6	PF00467.25
4V95	9	40	1.2E-9	PF00467.25
4V97	9	40	1.2E-9	PF00467.25
4V9A	9	40	1.2E-9	PF00467.25
4V9B	9	40	1.2E-9	PF00467.25
4V9C	7	36	3.2E-5	PF00467.25
4V9D	7	36	3.1E-5	PF00467.25
4V9F	45	75	2.9E-8	PF00467.25
4V9H	9	40	1.2E-9	PF00467.25
4V9I	9	40	9.9E-10	PF00467.25
4V9J	9	40	1.2E-9	PF00467.25
4V9K	9	40	1.2E-9	PF00467.25
4V9L	9	40	1.2E-9	PF00467.25
4V9M	9	40	1.2E-9	PF00467.25
4V9N	9	40	9.9E-10	PF00467.25
4V9P	7	36	3.2E-5	PF00467.25
4V9Q	9	40	9.9E-10	PF00467.25
4V9R	9	40	1.2E-9	PF00467.25
4V9S	9	40	1.2E-9	PF00467.25
4W29	9	40	1.2E-9	PF00467.25
4W2E	9	40	1.2E-9	PF00467.25
4W2F	9	40	1.2E-9	PF00467.25
4W2G	9	40	1.2E-9	PF00467.25
4W2H	9	40	1.2E-9	PF00467.25
4W2I	9	40	1.2E-9	PF00467.25
4W4G	9	40	1.2E-9	PF00467.25
4WCE	5	36	1.6E-8	PF00467.25
4WF1	8	37	3.1E-5	PF00467.25
4WF9	5	36	1.6E-8	PF00467.25
4WFA	5	36	1.6E-8	PF00467.25
4WFB	5	36	1.6E-8	PF00467.25
4WOI	7	36	3.2E-5	PF00467.25
4WPO	9	40	1.2E-9	PF00467.25
4WQF	9	40	1.2E-9	PF00467.25
4WQR	9	40	1.2E-9	PF00467.25
4WQU	9	40	1.2E-9	PF00467.25
4WQY	9	40	1.2E-9	PF00467.25
4WR6	9	40	1.2E-9	PF00467.25
4WRA	9	40	1.2E-9	PF00467.25
4WRO	9	40	1.2E-9	PF00467.25
4WSM	9	40	1.2E-9	PF00467.25
4WT1	9	40	1.2E-9	PF00467.25
4WU1	9	40	1.2E-9	PF00467.25
4WWW	7	36	3.1E-5	PF00467.25
4WZD	9	40	1.2E-9	PF00467.25
4WZO	9	40	1.2E-9	PF00467.25
4XEJ	9	40	9.9E-10	PF00467.25
4Y4O	9	40	1.2E-9	PF00467.25
4Y4P	9	40	1.2E-9	PF00467.25
4YBB	8	37	3.1E-5	PF00467.25
4YPB	9	40	1.2E-9	PF00467.25
4YTL	586	613	1.1E-9	PF00467.25
4YZV	9	40	1.2E-9	PF00467.25
4Z3R	9	40	1.2E-9	PF00467.25
4Z3S	9	40	1.2E-9	PF00467.25
4Z8C	9	40	1.2E-9	PF00467.25
5A2Q	178	211	5.8E-6	PF00467.25
5ADY	8	37	3.2E-5	PF00467.25
5AFI	7	36	3.2E-5	PF00467.25
5AJ0	51	83	6.1E-8	PF00467.25
5AJ0	7	35	3.7E-6	PF00467.25
5AJ0	178	211	2.0E-5	PF00467.25
5AJ4	59	89	7.9E-9	PF00467.25
5AKA	7	36	3.1E-5	PF00467.25
